"trip_id","taxi_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tips","tolls","extras","trip_total","payment_type","company","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"55e941a5dd756a11a2f239ab1456d935b73b3585","58777f33ac153ba7f5e498f5a0742e3a5b983c89af6cdd3a7c007fc125c88d216fdc5dceb8b6bf6381ee98b0a1fd3ec2e77460a3ff015bf133bab5f3540dbb76","2022-06-30T23:45:00.000","2022-07-01T00:15:00.000","1849","14.5",,,"76","6","38.25","10.94","0","5","54.69","Credit Card","City Service","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"64547181b78d9c2ab6ca95519609584675ff253b","0ac82d8e603bbd49128d423aacb22570ca42274527d774d9d3f0c4f09734457ea55784b3cb0a5411aa310037de6da300661655c6deebedc6ea5820da0e26510d","2022-06-30T23:45:00.000","2022-07-01T00:00:00.000","747","2.22",,,"32","8","9.75","0","0","1","10.75","Cash","Star North Taxi Management Llc","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"9c7a2480aedd75b6db50b2d8c5a32aba856d3f96","2ee014517008727c09c564f78b483383c62d85e7d5f0f82bb7b8a692bca650097a8d0942bc4d898d1c650160b2fe2639a25356dcd3b95887275783d9386b1cb1","2022-06-30T23:45:00.000","2022-07-01T00:00:00.000","673","4.58",,,"6","8","16.64","2","0","0","18.64","Mobile","Taxicab Insurance Agency Llc","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"318c16b53b028a9652f7cf5e06d5ebfce5cf24a0","be435bc4d6744155b3272e9edded016bd4afb34777470147a81d6a7e77f17dd155fdd830169271731a5316e9a6c565a619903ae4f116598fcfb9bf22591850a2","2022-06-30T23:45:00.000","2022-07-01T01:00:00.000","4776","12.33",,,"8",,"0.01","0","0","0","0.01","Cash","Medallion Leasin","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)",,,
"88968537b2595e9ffac71583ae016552ae64be04","36add30222345794b60adf964631e6a1994b1a77c74105252a2841c07f883b2260c14571bd2d588607f0025d3c9377195275a0baaa415a51181b4b975e7480c6","2022-06-30T23:45:00.000","2022-06-30T23:45:00.000","715","3.93",,,"6","8","12.75","2.85","0","1","17.1","Credit Card","Sun Taxi","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"58bed7fa61df77ef7bce70cb6f4a0ad5cb235e84","1687eb3d8f78610072d379e526abf9ab71f0435e8116ccf873c30f04f200d032fd554eda66a682377aa90808f558a96eecaaaf4d285fdb32a51603e192c15be9","2022-06-30T23:45:00.000","2022-06-30T23:45:00.000","0","0",,,"1","1","3.25","0","0","0","3.25","Cash","Taxi Affiliation Services","42.009622881","-87.670166857","POINT (-87.6701668569 42.0096228806)","42.009622881","-87.670166857","POINT (-87.6701668569 42.0096228806)"
"f8db1a790a714ea461faae16ec8e83ce8e5919c3","0795d472decbbae3fa5c12b4ad08f6873e5c19f1ae01a02cd7d7e1d1d91a83536e7bb3ea9baf959126dab3e1b5928c50764dcacc9502586aecade690e9eafee6","2022-06-30T23:45:00.000","2022-07-01T00:15:00.000","1378","9.8",,,,"32","26","0","0","14","40","Cash","Sun Taxi",,,,"41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"06810e467bd1333a7c80c8e5b8bc55e7a99a0c93","22b403ba1c4de25cb19049e9c08b6d1339a9eea3ec06f9bad7bca4f17a7ce1b237f980cc925abad84ec75963637c6c4c517ef5319e0db76ad7046e28f43ff9cf","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","607","0","17031833000","17031081401","28","8","11","0","0","0","11","Mobile","Flash Cab","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.89503345","-87.619710672","POINT (-87.6197106717 41.8950334495)"
"86ae31afe3f8cbfca3ca62ba4c38b88499817f9e","f7782da531b08c6ce5a1e16a8c2998f6f4f7943f29ab53713949ec17f3b4d7f8b4cd8a84da2fe7c4b0a17f1fc3439e376d3bfec25d83652dfa4468342e25f6b1","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","590","2.1","17031320100","17031071500","32","7","12.87","3.06","0","0","15.93","Mobile","Taxicab Insurance Agency Llc","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)","41.914616286","-87.631717366","POINT (-87.6317173661 41.9146162864)"
"00e900dd1dc5078ee210ab4474416f5a32d1a73f","c1c6cbcd951b1a905b12d6941346e94f3923eafe53a185b3264438da8c06dcede0b3254d7846eb78f3599ec00b4f81bf4a3b78732524a538056ccb5b23452eb3","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","720","1.5","17031320100","17031833100","32","28","8.25","2","0","1","11.25","Credit Card","Taxi Affiliation Services","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)","41.879066994","-87.657005027","POINT (-87.657005027 41.8790669938)"
"f4d3dd1c9cc542f1f0244af125424170e4a83613","fd1428886e44bcaee631154a2aa027fc78c57aea0c405b368bb0103a91868396da56d28906cde90333d45bc55ff218d848d2aa3cc7d4243cb6a6751fd290e608","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","643","2.7","17031832000","17031071500","6","7","10.25","4","0","0","14.75","Credit Card","Chicago Independents","41.946294536","-87.654298084","POINT (-87.6542980837 41.9462945357)","41.914616286","-87.631717366","POINT (-87.6317173661 41.9146162864)"
"f92d9f138c4b4a4e4bf53460994efaf7a1f57f90","f7753ec5feb07452f927f7e42c1808f1e6c34ee6a48e8db85179310e06759c3c19de2a4e5b769430ad1de96b98f668f23414e6dede866bf68525e1f81a33cb35","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","956","3.07",,,,,"12","0","0","5","17","Cash","Chicago Independents",,,,,,
"e9dae40f4dfb0bb9e7f98a4e2f93cd0a3d22aa5b","b41e8c8124d8d600a4db8b7c176c2956756d378c749cb11c0a8e2c326a4c1cd83cac353869b657c398c9abc2c9d1d4c760905cfd5189595282dbfbe2fb0ce482","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","900","4.3",,,"8","6","14.25","2.95","0","0","17.2","Credit Card","Taxi Affiliation Services","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"b6b02e1082d9bd3db48076524dd27e5c914b4f1a","fb61583f0b732a39f08c04267cd6b923c05ccfb9baffb187f5fbf835473cee4466eb437fe5e5b8507edde5a8f90fe03c227822d00b48643eee2053ab99bd13a2","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","768","6.59",,,"8","3","21.3","0","0","0","21.3","Mobile","Sun Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)"
"faa1f7d515b4b7db3313f8ee78166ca85d2ffcce","d441d87a68c1f06cb8397d5230b7e857b91e58cc5e93f79c7e50f608c15bd6810c895f5e822d1ae369c1ff1717f71bdd2fa376385f408ce241cdd472efd21551","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","720","5",,,"28","22","15","4.1","0","1","20.1","Credit Card","Taxi Affiliation Services","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)"
"c286ed5a9588da3e2b47999b363784f06cb61957","2d5970d2ce86bb2ea404275fbdd5fce016b817e71997614162a332641f9f7ab200a73fc14415ef76efa5eaf9877158da4da6f88a4f789c48710c1a23d6774602","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","810","0","17031081000","17031320600","8","32","12.94","0","0","0","12.94","Mobile","Flash Cab","41.900265687","-87.63210922","POINT (-87.6321092196 41.9002656868)","41.870607372","-87.622172937","POINT (-87.6221729369 41.8706073724)"
"4695c526b334c492a9b9489607cf24176c4c3fb2","8d9a2218e0a2c8ae95ec61ac346b42b4e2fe21c484c89d40508e1c548115bec19469e802815c5429be466bf7690d2594beeb897fb37f27d86836b76c98b98cc3","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","840","2.5",,,"6","8","10.5","2.4","0","1","14.4","Credit Card","Globe Taxi","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"3f1f1ed4418fb38f4eb6f5fc9073eacac7b0f154","7ff1fd92d52bfeec34b599a2cf4c4491af29916df6fc3c84f88a2a86271ba1b02ee42929c63c2cf56253bf941f09e2af541a1c63446be3c8f36a1ab489ee8e12","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","360","0.9",,,"8","8","6","2","0","1.5","9.5","Credit Card","Taxi Affiliation Services","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"c85ca0f202a2927b26979d1b99d090faba9b5008","4f7fd7c1ea16af4b1aaab270f6b0d7ddb68e9edd79b1b51ddb6311c63d792d4df306c4dda5ca258afdfdaea64778a161c2a5e381684b2683cbebb7404d1eaf23","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","887","4.3",,,"6","8","15.13","2.7","0","0","17.83","Mobile","Chicago Independents","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"35b890f9e2e0094f23f204d4dd3505dc24d9e8d4","ffc2a618ad19a63fa5e9ce8b1bd68656172b2eac505f0a29b2a5a9460b7035e208d4871b529b55ec38efbb431acb50f123c39db0a8012c1c0a4a2fc20799e3ca","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","319","1.32",,,"7","24","6.5","0","0","0","6.5","Cash","Sun Taxi","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"a640416684bfeb4467061796e2caaa8479d72fc4","1e9ee898038a0da05c421b13aaaa6bb7944d2a49ac83d749318ba52ab05ee929289a0fe3aa8bfa328ab84fd7e2d5b976ccb66ae72c1e879ee3e9ed4aa24fb537","2022-06-30T23:30:00.000","2022-07-01T00:00:00.000","2294","15.78",,,"76",,"43.25","0","0","26","69.25","Cash","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"efc3e3788bacb8fc6be3a6b48d3ec66f016b91f6","3f46ef398d3308fb9794b8c5de450a88439d16c47b77b79398f0e84b804e7aad4789cb5ee08f74c8b7f89a444653706802a31cfdc8b99d3867a16794641fb759","2022-06-30T23:30:00.000","2022-07-01T00:00:00.000","1866","18.22",,,,,"45.75","5","0","29","80.25","Credit Card","Sun Taxi",,,,,,
"c8b4ba5e9c3a3832fa58eedb9780de84f2afc695","ca30b49aab641fe71294a9b03b991b968c7f3e47e1169140822a128e8a2519736f5b12b38680410ecc3a222a14cd4a610b462a88eecfe74a3084eabf8b794565","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","76","0.27",,,"8","8","3.75","0","0","1.5","5.25","Cash","Sun Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"06c440c085d2b48bfeb43b010d41bfb81486abca","3278a0dd17ed3de47adf8cf7236bf8f21f29e62c04394b6074ec30e2710ba95f3f5eece5ed305b5485a68619653693cc73f20de0ece0bf43c9624674782a2404","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","900","10.2",,,"76",,"26.25","0","0","19.5","45.75","Cash","Taxi Affiliation Services","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"c40995fafe458608c643fce42fb6842b9803b184","e849bd6c8835368538c8d5c39d09996a752ac157a67975c735fa157a4731eaa4e776be7da84a7f9c7e45f0b96ece880084f5412968bb8434d1d5f50431325e63","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","643","2.27","17031320100","17031320100","32","32","9.5","0","0","0","9.5","Cash","Taxicab Insurance Agency Llc","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"63ef969c3417a160a6faa77744f79b00131e6b83","70c14ea31a87ed279cba47c393fa97c45f207042b69b5902cd2747f69e3e6655e15e70700578488f3cba45ff697ae9b81dd63393476374392fe8b0ab87db14a3","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","581","3.11","17031833000","17031241400","28","24","11","3","0","0","14.5","Credit Card","Sun Taxi","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.906025969","-87.675311622","POINT (-87.6753116216 41.906025969)"
"f448d2a5b7a14481f64e827810cd0cd303111624","e01e870c967429b39b2c07110796c52acfad70e96fd2b9d840d391cf6de2f86e8365030cc244f9734be521079c1f123de65946243dfa6fd52e62a9bfce0841df","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","1020","2.9",,,"32","31","12.25","3.4","0","1","16.65","Credit Card","Taxi Affiliation Services","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.850266366","-87.667569312","POINT (-87.667569312 41.8502663663)"
"e21a59510e05861cdbc77e5031c5a5d613e617f7","b96f0ba0e44d7ebbd86bcd1a4e7c527f21cc512f511baeed8ce0c234dd39ce2d3fb0757c209120ae6efe9aa1bf16286fecfc68ece587a511713fd0004e4fae35","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","960","0.2",,,"8","35","15.5","4","0","0","19.5","Credit Card","Taxi Affiliation Services","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.835117986","-87.618677767","POINT (-87.6186777673 41.8351179863)"
"63b5c58206a207a536a90d7f166510b5d8ec6e4e","dff961ecd817888f464f58b7438c55182ed09d92003ec46cf92bff17bd6a7411fbb2e62a529caba1762ae76d027cd34640c152047ddbe45cc693cf4a20f7201c","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","276","0.82","17031320600","17031320100","32","32","5.75","2","0","3","11.25","Credit Card","Medallion Leasin","41.870607372","-87.622172937","POINT (-87.6221729369 41.8706073724)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"c4799c244dac34f70ca166b0e41f5b3188d2d8b5","8123ec5a70681a139fcd93fd477eec0ee05dda8298774835a80496c9e90fbb9443e5d116ba283712e1dec8fdaf9c8acb0f69a77dc20170984c5b380aa8ae3f96","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","345","1.14","17031081000","17031842300","8","24","11","2.58","0","0","13.58","Mobile","Globe Taxi","41.900265687","-87.63210922","POINT (-87.6321092196 41.9002656868)","41.89830587","-87.653613982","POINT (-87.6536139825 41.8983058696)"
"5fd56877e3e45c9f604ddd03490af2fb90f8b1db","ad0ad3b00e143317e02602396f16dde8fd30faefd491d66e881187018dcbef8cb9dd58578b8fec9d59bdcac28267ff05e21d0891794b5bad5603eef67d287820","2022-06-30T23:30:00.000","2022-07-01T00:00:00.000","1529","11.36",,,,,"30.75","7.65","0","7","45.9","Credit Card","City Service",,,,,,
"c683fb7f8c9a8d11ebfe4e7b35b4c7d2025a5adb","94392ee820e83f72bebb76726fcf270ae473528a67189cbbbd487ad44d63371c770790c38a39f6f79a109aa3c4715e017b9d10e992f4fe9bda1d860d464cc8e7","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","748","3.99",,,"8","6","13.5","0","0","0","13.5","Cash","Medallion Leasin","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"cd4ac618ce82f1f36f3b8f91b21b52b55face6df","ae5d0e12faea0263e7935303ef8e263cafb033c70eb3c847ac3f52061aca21cf920c5672934906595ffba34157da829ac17abd561672f3cd16311d600386c4b3","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","1406","15.76","17031980100",,"56",,"39.75","13.65","0","28","81.9","Credit Card","Sun Taxi","41.785998518","-87.750934289","POINT (-87.7509342894 41.785998518)",,,
"84e335298f17c0cc86bb924009a64a9050daafc8","8ebf95dabfe8520c7decd46e691ca8811c875a4b842b3ab9e69d53c6ac4f508450b21067bcc4c0088e304fb2cab0e28cde60eceb2c770e3f76d6e6950b15f324","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","945","5.2",,,"32","24","15.75","3.25","0","0","19.5","Credit Card","City Service","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"75aa81dd291a98668fa0236335ff96c6c2d71c0b","3edf5aaee7cd5378f854cca9e574820e57badb93344e0c367b70b3e39f3efb4484a3da00e6553a0c711580349369dab3969adb9845c6fd8bc63cce362a80da8f","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","853","0",,,"8","32","12.85","2","0","0","14.85","Mobile","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"dc8ead67c04403c373390c4eeb6840e63dd1bd55","46c4778c3a32454511f96752c509c608955e293da45dbf245bf9eba5bef28916b7b61295d27aa8f61e4ad63b264051057ace630bce41b8aff5bc6853585fed15","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","900","2",,,"28","24","8.5","0","0","6661.66","6670.16","Cash","Taxi Affiliation Services","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"f8ed5c95d7b96a86a6cfa4392f1ceef06f2dd1a7","adb0da2862924ceb2be34ffd2eab0a097a8e6594c39415101b174cac0cda186132438c9e3dd03c2d099cf6fb71fb357e7bb588516b359b8689e7a14342150339","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","604","3.33",,,"24","22","12.23","2.91","0","0","15.14","Mobile","Star North Taxi Management Llc","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)"
"9b72e73ca46c0e945ab2c41d38806b8c32e10d29","0f831bff43d83f396f2e4950126c6137dcdb60fb4c8580ffe860203747a83a789b22f2f9e4fbdd0dd8ed8c310366d8935228ddbcadf708fb9691ca5dd1b6c802","2022-06-30T23:30:00.000","2022-07-01T00:15:00.000","2206","13.63",,,"76","2","37","8.3","0","4","49.8","Credit Card","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","42.001571027","-87.695012589","POINT (-87.6950125892 42.001571027)"
"2637c0bc70ee856c7ff6447406298cfca1218a0f","ea9c7f865233f880e5f00abb728092901eeaf52c85a8c1dc97f117e85dd7dfadd30a8d2f6f61d627e780a22bec39d98a24ea56e022d3b6b8501b182a933c9ca7","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","840","2.8","17031081500","17031330100","8","33","11","3.35","0","2","16.35","Credit Card","Choice Taxi Association","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)","41.859349715","-87.617358006","POINT (-87.6173580061 41.859349715)"
"a2afb0a7865667fd706d7c9a9469a402435dd896","c1c67f2b33c7b082494aeb6c64c831356b65dd3da2f80f0e876a8209ae4953f57ede012c675b24c05abd4a023fb768f169b93cdfd35e31ee93f1970e4935a10a","2022-06-30T23:30:00.000","2022-07-01T00:00:00.000","2109","17.55","17031980000","17031320100","76","32","45.25","10.15","0","5","60.9","Credit Card","City Service","41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"2411dbc2de554797ea5d2e20683129627f24dd80","1f075315f5906824cc9566de5f650935e00f9e027a96a762ec054da18ab0df0da8545aa03f56beef36aa82c9ab4659b9e86bee6a78395a94beacdbd23d2035cb","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","594","3.45",,,"28","24","12","1.88","0","0","14.38","Credit Card","5 Star Taxi","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"692b5a798e6761e6dfa943b0c5e1fe50765eafca","398e9ade4dcb28cfd9fc422739cf04efedce1853f93cc73b4767b495e38661f0f5bf118712ac49370ca238216c0caed5693809a245213c4adedcf67b8c743645","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","339","1.85",,,"24","7","11","2.59","0","0","13.59","Mobile","Sun Taxi","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"e221f97129d433c775fafe41d64331a1717e2e2a","cb3bd991c2f7932527ef9d5f341674dfba53745f25fe3e05ded26ff578785bca01360ef8eed19863aff2222ef99561737af9d9a331981586e43c57b1d485c8e8","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","864","2.03","17031081500","17031320600","8","32","10","0","0","0","10","Cash","Blue Ribbon Taxi Association","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)","41.870607372","-87.622172937","POINT (-87.6221729369 41.8706073724)"
"56a248db1c537996410e5da32c61482513c20da7","8e61957eda2e69d68b0bce4add726e0a84827e3f1ec9c9cb0c879c9feca623f74aa26949b28af9d68c95e28c81f1c33ffb01c817e95c3be913ac6b37d76f51c9","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","178","0.46",,,"3","6","4.75","0","0","0","4.75","Cash","Blue Ribbon Taxi Association","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"8cfa14f7d3ce7375df00ae369acf72e67fccc812","9290a8430ba3e8061554627a9b1ebc78fd78a446a92b55f693e94316ea69930e29180297a7df363fffe70f0b36e64b319e858a24ceffcbcb690d428779d6fd94","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","900","0",,,"8","22","14.5","2","0","0","16.5","Credit Card","Taxi Affiliation Services","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)"
"4a24eb564231e420f852720f3f6ecc9f6c44f4fc","bd30d866401ef22dcebc3ae81dc4d45f3d8de4dc4426fd6ffa9d9461cb17661bd222e3ef9f5d975cb6b5ca91008a68a878a6af82e4ac24b908052891fcd00d0c","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","364","1.22","17031281900","17031320600","28","32","11","1.93","0","0","12.93","Mobile","Blue Ribbon Taxi Association","41.879255084","-87.642648998","POINT (-87.642648998 41.8792550844)","41.870607372","-87.622172937","POINT (-87.6221729369 41.8706073724)"
"1635b7356f21a765e9f51c36992c0d05e56ebec2","589908a606c38f693dfa67e1b4a0e323d3e186b8c2e6adedf00102922e847a41f6429995001fa68f2a8bddc1f0eb42ef28b6203a26539497ff6f9e0005eb85a7","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","518","1.66",,,"8","8","7.75","0","0","0","7.75","Cash","City Service","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"66a38c26ada80203d1099bfdd1436ca21d39c7c2","10e8a565ac8829bd9caa44f57e9831fd8b4ff374e4d6667337dc4114eb4a0356ec563e55a82e248e315ebf8e938ed4c8418dda95d5a5b409e7ce9b6139215b24","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","341","0.98",,,"8","8","6","0","0","0","6","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"f0e8aec6291a4f93eb2cb6d6b11771a700c4f554","a8078f80a679e11f94f21e3bc8e205025db5e17d1f204c177c60415fb20e9971a5b6352b2573a91ddac200b598a011997ed4f7a43a4280f9b927619d0a9a31c0","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","720","5",,,,,"15.25","3.05","0","0","18.3","Credit Card","Taxicab Insurance Agency, LLC",,,,,,
"d8a8081e831b3d7aea15eac5f8504976d2bbe024","b4ac2893286a7c3a55df851a3732ea65d7fb82e1da7a19f728a71651761babfd88544152301073319650be263fd4e1aabc072601e6f452daf22ceb764f8d70d5","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","611","2.59",,,"22","5","11.4","1.36","0","0","12.76","Mobile","City Service","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)","41.947791586","-87.683834942","POINT (-87.6838349425 41.9477915865)"
"44c4620b247699298c77f4d727688de4c281d3ac","75c241a8b2324240c8056df32672d4fd58a20c9c7c39e7aa2495464ebe46387030a429181a29e4b9868d8bba16fd7d1bb8b3fa0fc522c63298efd8fc01a9eb16","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","1","0",,,,,"40","8.1","0","0","48.6","Credit Card","5 Star Taxi",,,,,,
"4beb0cca1ae091fc7914a0785f8bc0c40086dc5b","89fc6b1f0628f328ccd1021fcf4e7318bb2f9962da9259b522bde63ca44f9f201a016291bbd2801fad04845cfd5b30b954afedccb22f6c49fadda05821804a06","2022-06-30T23:30:00.000","2022-07-01T00:15:00.000","1985","11.64","17031980000",,"76",,"32","0","0","5","37","Cash","Flash Cab","41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)",,,
"9611e2f19053f76add22cdba5b184069395229c7","2659a61c08f91c6efd9e7d7947a00006a7bc26aa518241786d51cb05c853cdd86fdd1adc4010867706a2daa9f0da856cb2d7a705c111d3c89e53f5499741247e","2022-06-30T23:30:00.000","2022-06-30T23:30:00.000","509","1.52","17031061100","17031070102","6","7","11","2.58","0","0","13.58","Mobile","Globe Taxi","41.949139771","-87.656803909","POINT (-87.6568039088 41.9491397709)","41.93057857","-87.642206313","POINT (-87.6422063127 41.9305785697)"
"96ffb5db5cdb1f9c489ca04d9453167c907bf2e1","07009b8e9b32f36656567f7809b970af38e59dbb58704a3fec6ff88b4353ffa6c1dc9724ee7ca35eb7d2a4aac92ec2e735d0824fdb3356807626a5a220b773c0","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","308","0.98","17031833000","17031081800","28","8","6","2","0","0","8.5","Credit Card","Flash Cab","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.89321636","-87.63784421","POINT (-87.6378442095 41.8932163595)"
"6df2e89aedc2ccdd82a9dfa13cb88da20443b16d","398e9ade4dcb28cfd9fc422739cf04efedce1853f93cc73b4767b495e38661f0f5bf118712ac49370ca238216c0caed5693809a245213c4adedcf67b8c743645","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","494","2.05",,,"7","8","8.25","0","0","3.5","12.25","Credit Card","Sun Taxi","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"6c5b4198972d7603b3dbbc12f2917c39c4fedfb5","2af66bee3f8116940cafc155173f0c158c5dd50a6efbdac72ef3fa338a40a53ef26cfef4781c3a653b5a7d95cdec1755632cde96ec7fb44097ebe00c2b9ed7f0","2022-06-30T23:30:00.000","2022-06-30T23:45:00.000","691","6.19",,,"28","21","18.48","4.4","0","0","22.88","Mobile","Taxicab Insurance Agency Llc","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.938666196","-87.711210593","POINT (-87.7112105933 41.9386661962)"
